0	0	0.8551526207271054
1	1	0.9496412211675483
1	1	0.965383959732212
0	0	0.6973219567389457
0	0	0.955680229403617
0	0	0.9261299572901596
0	0	0.9764083460047754
0	0	0.9772015724513707
1	1	0.9983951355463745
0	0	0.40901289659596907
0	0	0.9935146003286588
0	0	0.9810208512664746
0	0	0.9536757897894528
0	0	0.993390771870589
0	0	0.9711255115346941
0	0	0.9501884901880518
0	0	0.9268983253831966
0	0	0.9187549052987994
0	1	0.9403191087364214
0	0	0.9020625840556741
0	0	0.9209968349536957
0	0	0.9475275915523502
0	0	0.8982229624414535
0	0	0.9275045282696048
1	1	0.8411757337322087
0	0	0.7690211613855384
0	0	0.9763305346804577
1	0	0.38988338235435194
0	0	0.831705369258805
0	0	0.8854164177626439
0	0	0.9148374919805027
0	0	0.8289071849274073
1	0	0.24434192143784816
1	0	0.2222784026605762
0	0	0.822950108358216
0	0	0.9886145176171762
0	0	0.7721983606405485
0	0	0.8903073400916035
0	0	0.93525108545949
0	0	0.9629538562994369
0	0	0.9497267399158158
0	0	0.9477170418282835
0	0	0.9461899300727342
0	0	0.5845365913954859
0	0	0.8143371916894508
0	0	0.9476850283570796
0	0	0.8777613602447012
0	0	0.8380275810244676
0	0	0.7907999632611412
0	0	0.8076204382985502
0	0	0.8180255864033215
0	0	0.9465757724840798
0	0	0.8251771955801444
0	0	0.5294741255475075
0	0	0.8565872231144942
1	1	0.9771313467333977
1	1	0.9990152588801251
0	0	0.9144019237111989
0	0	0.965612157136632
0	0	0.7225805335482401
0	0	0.9241243880262279
1	1	0.9982224272000461
1	0	0.9255974396992941
1	1	0.9947557563156936
0	0	0.7491450197991848
0	0	0.9713250896144401
0	0	0.6916265288874122
0	0	0.27832019810028685
0	0	0.9431555360057783
0	0	0.9822466075726973
1	0	0.8351854379977002
1	1	0.9922106693241466
0	0	0.8140743078035118
0	0	0.9358534490986983
0	0	0.9812974994194931
0	0	0.9796767523507544
0	0	0.714062784959649
